9.706797649684251184e-02,1.327657020053272241e-01
-2.760418096752430550e-01,3.052964304342983271e-01
2.310284567162095293e-01,-1.750185688671158091e-01
4.143868806480618394e-01,-1.308467379549949627e-01
2.159642982134808431e-01,3.314356949405824482e-01
-2.235042916354188502e-01,3.108480799425710206e-01
3.521011318731313011e-01,1.231277093121490029e-01
-4.676865134428698223e-01,2.130143192079161363e-01
-5.967857703163748084e-02,-3.487731762148935655e-01
-1.561099566517038517e-01,-2.006416368517444648e-01
3.947383553357817210e-01,-1.983900851396735998e-01
2.375600835436251224e-01,3.959783444879586556e-01
2.742560971452147056e-01,3.569561120211340866e-01
4.080630120916109993e-01,-7.472391391848315356e-02
1.834218427681695296e-01,-1.062956631706463706e-01
-2.044858082412909228e-01,1.142765261660976250e-01
-1.783021887591114685e-01,5.147141394479826104e-02
3.615679221012726430e-01,4.537556832526212780e-03
1.079336706448068561e-01,1.979644597047131027e-01
3.862022255449526487e-01,-1.108708674188937926e-01
1.553511925983774855e-02,3.175390800596735730e-01
-1.665105424417848146e-01,3.429638642136765281e-01
-2.466710477679275315e-01,-1.049483695594194410e-02
-1.302798495650224209e-01,4.046025328477825811e-01
-1.804561853992302511e-01,2.124191319923850463e-01
1.164371078612751464e-01,-3.224807704877674652e-02
4.093319860401448684e-01,-4.383101874996764291e-02
-7.284586931045250457e-02,-1.823611746098366404e-01
-2.589108285081228589e-01,2.498236994417266654e-01
-3.086131386314613367e-01,-1.587511313987651218e-01
3.424914544361656876e-01,-9.493429063017116976e-02
1.477497285378602809e-01,-1.811538644657736952e-01
-4.565699657492061081e-01,-1.379513527314659149e-01
1.597031402600110894e-01,3.976297104849141339e-01
-1.505894668820547677e-01,-7.942049365392478411e-02
3.817125203538174194e-02,-3.680695463140297718e-01
1.305929923468687193e-01,-2.212667449093872474e-01
-3.881785607338515409e-01,-2.177597554477574970e-01
-7.853003177905659715e-03,4.096078575828516755e-01
4.125286608274592037e-02,-3.347758543385329633e-01
2.720255838491618672e-01,-2.686668986270623893e-02
-4.507493930919226344e-02,3.009542249985889262e-01
2.406168603576911424e-01,-3.241136885373880894e-01
-2.784851579073188699e-01,-1.845811803463515699e-01
-6.646109405649530677e-02,4.281252196621071482e-01
3.240218540813417647e-01,-1.916124907865705551e-01
-5.000000000000000000e-01,1.110338062968678763e-01
-2.914261216774094443e-01,-2.106930011112378431e-01
-4.594453685555960343e-02,-7.843216724269741480e-02
2.980645407356697918e-01,1.451489009725779322e-01
2.460514612504273169e-01,7.425907513163021445e-02
2.157839914010798443e-01,3.629145924641008492e-01
1.030941108960479191e-01,-1.332739102083739247e-01
6.027959646433833640e-02,3.676302186989843790e-02
1.375757924532171605e-01,3.035619212582596482e-01
-2.566799284129382963e-01,-4.938991403956272119e-02
-3.544121085754829426e-01,2.030442969893364591e-02
9.738945512655539094e-02,4.108868820044980774e-01
3.853901165340470891e-01,2.474064081484570465e-01
2.442366747510049674e-02,-2.583323830588512005e-01
3.904092256737903277e-01,4.506271048459864481e-02
-1.418407249167648598e-01,-3.478865535875862447e-01
3.566248011046945221e-01,-2.238319138136724007e-01
4.072504420681695159e-01,2.278615704054951507e-01
-8.885660474269624354e-02,-2.515231576945217706e-01
3.596811192237475696e-01,-1.595284981682087988e-01
3.683967369088118060e-01,1.668870684766229351e-01
-1.040448204441668523e-01,3.257849166343464997e-01
-4.222305071265730625e-02,4.499368447666325377e-01
1.427111767583624236e-01,3.642150980577772978e-01
1.626378709861540095e-01,-3.226122507608523149e-01
-8.398923760123727655e-02,3.754651285548998851e-01
-1.722003605608096177e-01,2.742817986403630615e-01
1.517171310304997744e-01,-3.980763864300979060e-02
6.949435304511186740e-02,-1.802628412259056345e-01
-1.917048907869635666e-01,-2.674202614650355025e-01
1.985813548102168813e-01,4.299341960240704585e-01
-4.403027533315443387e-01,-1.388900944237910218e-01
4.681092339155924487e-01,-4.762591917865877100e-03
5.000000000000000000e-01,8.872441289451915569e-02
5.627243207399890146e-02,3.524432678224784787e-01
-3.619782391661755527e-01,-1.009562605201307917e-01
2.433349460062635972e-01,2.952703810048942223e-01
-3.086879581131463657e-01,2.350932089262791624e-02
2.918613193862367172e-01,-2.980077835524373997e-01
-2.908783727508134631e-01,-2.634245169832917788e-01
-3.339807062686528383e-01,-8.868534977509484607e-02
2.404363128105688752e-01,2.368041242774429067e-01
-4.378630819191633439e-01,1.584162124856389742e-01
3.612258633157054977e-01,-3.764504374166494083e-02
2.404994274677718646e-01,-2.742393031791381941e-01
-6.981959716249264147e-02,1.000612406518051056e-01
4.228773762400221958e-01,8.093771696910279090e-02
4.995646772833839400e-02,4.384149829527611564e-01
-2.359079985302419136e-01,-1.342468279496493722e-01
6.350445658952041939e-03,3.359476146635143046e-02
-6.589206816693299329e-02,-2.305597260771692913e-01
5.384453892624985194e-02,-6.219699610963552727e-02
1.904017042081191935e-01,3.436163618657290808e-01
9.530691606995478349e-02,3.238368725683280491e-01
